number	title	artist	lyrics
03653	CARTA AO TOM 74	Toquinho-Vinicius de Moraes	Rua Nascimento Silva cento e sete
01865	COMO DIZIA O POETA	Toquinho-Vinicius de Moraes	Quem já passou por essa vida e não vi
01906	MARIA VAI COM AS OUTRAS	Toquinho-Vinicius de Moraes	Maria era uma boa moça pra turma lá
09516	POR QUE SERÁ	Toquinho-Vinicius de Moraes	Por que será que eu ando triste por te adorar
06236	REGRA TRÊS	Toquinho-Vinicius de Moraes	Tantas você fez que ela cansou
03266	TARDE EM ITAPOÃ	Toquinho-Vinicius de Moraes	Um velho calção de banho
01864	CATENDÊ	Toquinho-Vinicius de Moraes-Maria Creuza	Meu catendê de lá de China
02563	CRUCIFY	Tori Amos	Every finger in the room is pointing at
09202	AFRICA	Toto	I hear the drums echoing tonight but she hears
09122	I'LL BE OVER YOU	Toto	Some people live their dreams
20398	LEA	Toto	Here´s to the few who fared my love
04813	BABY CAN I HOLD YOU	Tracy Chapman	Sorry is all that you can't say years go by and
19248	FAST CAR	Tracy Chapman	You got a fast car I want a ticket to anywhere
04885	DROPS OF JUPITER (TELL ME)	Train	Now that she's back in the atmosphere
19336	HEY, SOUL SISTER	Train	Hey hey hey Your lipstick stains on the front
02583	BILLIONAIRE	Travie McCoy Feat.Bruno Mars	I wanna be a billionaire so frickin bad
09091	ANYMORE	Travis Tritt	I can't hide the way I feel about you anymore
02962	A MARCA DA PROMESSA	Trazendo a Arca	Se tentam destruir-me zombando da
02972	DESEJO DO MEU CORAÇÃO	Trazendo a Arca	Do que adianta ter as riquezas deste
02990	PRA TOCAR NO MANTO	Trazendo a Arca	Pra tocar no manto na orla do manto
02995	SE A TUA VOZ OUVIR	Trazendo a Arca	Se atentamente eu ouvir a Tua voz e
02958	SOBRE AS ÁGUAS	Trazendo a Arca	Se o sol se pôr e a noite chegar
07526	DONA FELICIDADE	Trem da Alegria	Lua lá no céu queijo pão de mel
03069	É DE CHOCOLATE	Trem da Alegria	Por detrás do arco íris além do horizonte
02689	HE-MAN	Trem da Alegria	No mundo de Etérnia bem distante daqui
15777	NA CASCA DO OVO	Trem da Alegria	Ôhhh êh ôh... Já saiu a lei que diz que o picolé
07544	PIUÍ ABACAXI	Trem da Alegria	Piuí piuí piuí abacaxi...
15889	PRA VER SE COLA	Trem da Alegria	Entre borrachas e apontadores...
02938	THUNDERCATS	Trem da Alegria	Thunder... Thundercats...
03283	UNI, DUNI, TÊ	Trem da Alegria	Eu quis saber da minha estrela guia
16133	IÔ-IÔ	Trem da Alegria - Xuxa	Eu encontrei um brinquedinho divertido
02868	ISSO É TREMENDO	Tremendo	Todos batendo palmas isso é Tremendo
16356	ALIANCA	Tribalistas	Se um dia eu te encontrar do jeito que sonhei
06722	ANJO DA GUARDA	Tribalistas	Escureceu o sol baixou
06896	CARNAVÁLIA	Tribalistas	Vem pra minha ala que hoje a nossa escola
16265	DIÁSPORA	Tribalistas	Atravessamos o mar Egeo
06693	É VOCÊ	Tribalistas	É você... só você... Que na vida vai comigo
09463	GRÃO DE AMOR	Tribalistas	Me deixe sim mas só se for pra ir ali e pra
06495	JÁ SEI NAMORAR	Tribalistas	Já sei namorar já sei beijar de língua
15252	JOGA ARROZ	Tribalistas	O seu juiz já falou que o coração não tem lei
06668	PASSE EM CASA	Tribalistas	Passam pássaros e aviões e no chão os
16499	SEM VOCE	Tribalistas	Pra onde eu vou agora
06595	TRIBALISTAS	Tribalistas	Os tribalistas já não querem ter razão
16320	UM SÓ	Tribalistas	Somos comunistas e capitalistas
06558	VELHA INFÂNCIA	Tribalistas	Você é assim um sonho pra mim
06037	UMA ONDA QUE PASSOU	Tribo de Jah	Eu não pratico bruxaria Não tenho bola
19167	DA DA DA	Trio	Aha aha aha... What you do and what you don´t
15321	3 AMIGOS	Trio Bravana	Ei qual é o seu nome
02834	MÃE, TÔ NA BALADA	Trio Bravana	Vixe hoje eu nem quero ver essa história
06042	A FESTA DO BOLINHA	Trio Esperança	Eu ontem fui à festa na casa do Bolinha
15208	ARRASTA A SANDÁLIA	Trio Esperança	Você minha morena dengosa
07511	BOLINHA DE SABÃO	Trio Esperança	Sentado na calçada de canudo e canequinha
04394	FILME TRISTE	Trio Esperança	Filme triste que me fez chorar
06342	O PASSO DO ELEFANTINHO	Trio Esperança	Quando ele nasce já é forte mesmo grande é
07659	O RETRATO	Trio Esperança	Encontrei na carteira do meu bem
15346	OLHANDO PARA O CÉU (SUKIYAKI)	Trio Esperança	Olhando para o céu
07940	DESESPERADAMENTE	Trio Irakitan	Vem meu coração te chama tão
15673	PERFÍDIA	Trio Irakitan	Sofre a tua dor resignadamente
07714	TRANSAS E CARETAS	Trio Los Angeles	Shalalala shalalala... Põe o pé na lua e
02759	VEM DANÇAR MAMBOLÊ	Trio Los Angeles	Aprendam essa nova dança
15613	MULHER RENDEIRA	Trio Nordestino	Olê mulher rendeira olê mulher rendá tu me
16067	NA EMENDA	Trio Nordestino	Na emenda amarre a corda direito
16887	PROCURANDO TU	Trio Nordestino	Morena diga onde e que tu tava
15948	O NENÉM	Trio Nordestino - Alcione	Você faz de mim neném você me bota no colo
15725	AS ANDORINHAS	Trio Parada Dura	As andorinhas voltaram e eu também voltei
16441	BARCO DE PAPEL	Trio Parada Dura	Meu grande amor somos dois barcos tristes
16216	BLUSA VERMELHA	Trio Parada Dura	Quando olho na parede e vejo o seu re
16931	BOBEOU A GENTE PIMBA	Trio Parada Dura	Bobeou a gente pimba
16217	CASTELO DE AMOR	Trio Parada Dura	Num lugar longe bem longe
17017	HOMEM DE PEDRA	Trio Parada Dura	Ja fui um grao de areia
09891	TELEFONE MUDO	Trio Parada Dura	Eu quero que risque o meu nome da sua
16410	ÚLTIMO ADEUS	Trio Parada Dura	Esta é a última vez que lhe vejo
16456	ACEITA QUE DOI MENOS	Trio Parada Dura - Marília Mendonça	To aqui jogado fora ela no quer mais me ver
16840	VIVENDO AQUI NO MATO	Trio Parada Dura - Ze Neto e Cristiano	Nao troco o seu despertador pelo o cantar
16264	DIA A DIA, LADO A LADO	Tulipa Ruiz - Marcelo Jeneci	Eu sonhei que estava exatamente aqui
01351	ADEUS À DOR	Tunai	Pelo que se passou pelo que se sofreu
04082	FRISSON	Tunai	Meu coração pulou você chegou me deixou
16534	CAMISA 10	Turma do Pagode	Se eu dia eu disser que nao te amo
16457	COBERTOR DE ORELHA	Turma do Pagode	Sabe sou um cara no pedi muito da vida
16804	DE CORPO E ALMA	Turma do Pagode	Ouve esse som pra voce desgrilar
16028	DEIXA EM OFF	Turma do Pagode	Eu sei que não era pra gente se envolver
15464	HORÁRIO DE VERÃO	Turma do Pagode	Mal começou já quero amar cedo esse
15698	HORAS IGUAIS	Turma do Pagode	Iê iê iê... Se você me perguntar o que eu fico
15125	LANCINHO	Turma do Pagode	Uh uh uh... Você sempre quis alguém que
15705	MELHOR AMIGO	Turma do Pagode	Iê iê iê... Tá chegando a hora de te encontrar
15951	PENTE E RALA	Turma do Pagode	Deixa rolar namorar pra quê mal me conheceu
15152	SELINHO	Turma do Pagode	Lêlêlê... Aquela imagem não me sai do pensamento
15097	TOMA JEITO CORAÇÃO	Turma do Pagode	Coração... Vê se toma jeito coração
16518	PESQUISA NO GOOGLE	Turma do Pagode - Henrique e Diego	Eu ja to prevendo meu arrependimento
16696	O BRASIL TEM QUE TE VER	Turma do Pagode - MC Kevinho	Ja perdeu muito tempo machucando
04579	HAPPY TOGETHER	Turtles (The)	Imagine me and you I do
20307	STRESSED OUT	Twenty One Pilots	I wish I found some better sounds
19845	GLORIA	Twisted Sister	Gloria you re alway on the run now
19920	WE RE NOT GONNA TAKE IT	Twisted Sister	We re not gonna take it
06026	PERDI VOCÊ	Twister	Fui tudo o que eu Não queria ser
04492	QUARENTA GRAUS	Twister	Yeah yeah Nada mal a cada dia
06114	SE UM DIA EU TIVER VOCÊ	Twister	Ela me olha um olhar gelado...
06394	UM BEIJO SEU	Twister	Às vezes eu me lembro dos momentos que
04798	WE ARE THE WORLD	U.S.A. For Africa	There comes a time when we heed a certain
19814	DESIRE	U2	Lover Im off the streets
19641	ANGEL OF HARLEM	U2	It was a cold and wet December day
19605	BEAUTIFUL DAY	U2	The heart is a bloom
04886	ELEVATION (TOMB RAIDER MIX)	U2	Elevation oooh... High higher than the sun
09120	I STILL HAVEN'T FOUND WHAT I'M LOOKING FOR	U2	I have climbed highest mountain
05948	NEW YEAR'S DAY	U2	All is quiet on new year's day
04749	ONE	U2	Is it gettin' better or do you feel the
04954	PRIDE (IN THE NAME OF LOVE)	U2	One man come in the name of love
09164	RUNNING TO STAND STILL	U2	And so she woke up
19750	STAY (FARAWAY, SO CLOSE!)	U2	Green light
19714	STUCK IN A MOMENT YOU CAN'T GET OUT OF	U2	I'm not afraid of anything in this world
04777	SUNDAY BLOODY SUNDAY	U2	I can't believe the news today
20469	SWEETEST THING	U2	My love she throws me like a rubber ball
20080	WALK ON	U2	And if the darkness is to keep us apart
19599	WHERE THE STREETS HAVE NO NAME	U2	I wanna run I want to hide
04804	WITH OR WITHOUT YOU	U2	See the stone set in your eyes
20480	YOUR SONG SAVED MY LIFE	U2	Was a monday morning ´bout a quarter past four
20539	VERTIGO	U2	Unos dos tres catorce....
20445	MISS SARAJEVO	U2 - Luciano Pavarotti	Is there a time for keeping your distance
20129	RED RED WINE	UB40	Red red wine goes to my head
01161	A FALTA (QUE ME FAZ)	Udora	Eu vou me dou te abro uma porta
01176	PELO MENOS HOJE	Udora	Hoje pelo menos hoje não...
20405	CATS IN THE CRADLE	Ugly Kid Joe	My child arrived just the other day
19572	EVERYTHING ABOUT YOU	Ugly Kid Joe	I hate the rain and sunny weather
03464	CIÚME	Ultraje a Rigor	Oh oh oh oh... Eu quero levar uma vida
01903	EU GOSTO DE MULHER	Ultraje a Rigor	Vou te contar o que me faz andar
01977	EU ME AMO	Ultraje a Rigor	Eu eu eu eu há quanto tempo
02708	INDEPENDENTE FUTEBOL CLUBE	Ultraje a Rigor	Eu não sou seu eu não sou de ninguém
03844	INÚTIL	Ultraje a Rigor	A gente não sabemos escolher presidente
03175	NÓS VAMOS INVADIR SUA PRAIA	Ultraje a Rigor	Daqui do morro dá pra ver tão legal
06832	PELADO	Ultraje a Rigor	Uau que legal nós dois pelados aqui
16519	REBELDE SEM CAUSA	Ultraje a Rigor	Meus dois pais me tratam muito bem
03399	VIDA BANDIDA	Um Toque a Mais	Vida bandida que me traz tristeza
04891	FOLLOW ME	Uncle Kracker	You don't know how you met me
06450	CARTA AOS MISSIONÁRIOS	Uns e Outros	Missionários de um mundo vagam proliferando
20352	GIRL YOU´LL BE A WOMAN SOON	Urge Overkill	Girl you´ll be a woman soon
19309	SCREAM	Usher	Usher baby yeah yeah we did it again and this time
01803	AMIGOS PRA SEMPRE	Valdecir Aguiar	Amigo por que você está tão triste...
05514	CANÇÃO DO AFLITO	Valdecir Aguiar	Senhor, olhe pra mim...
05551	ME DESTE AMOR	Valdecir Aguiar	Sozinho eu vivi perdido em meu...
05591	VAI DAR TUDO CERTO	Valdecir Aguiar	Se a gente colocar a nossa fé...
05594	VENCEDOR	Valdecir Aguiar	Posso todas as coisas em quem me
05599	VITÓRIA DO POVO DE DEUS	Valdecir Aguiar	Eu recebi de Deus e não posso me
05601	VOLTA POR CIMA	Valdecir Aguiar	Não dá pra esquecer o passado
15485	BEIJINHO NO OMBRO	Valesca Popozuda	Desejo a todas inimigas vida longa pra que
15823	EU SOU A DIVA QUE VOCÊ QUER COPIAR	Valesca Popozuda	O meu brilho você quer meu perfume você quer
15957	SOU DESSAS	Valesca Popozuda - Cláudia Leitte	Sou dessas que falo o que penso bem na tua cara
02513	CAN'T STOP LOVING YOU	Van Halen	There's a time and place for ev'rything
05895	DREAMS	Van Halen	World turns black and white
04926	JUMP	Van Halen	I get up, and nothing gets me down
01583	ESPERANDO AVIÕES	Vander Lee	Meus olhos te viram triste olhando pro infinito
16004	ILUMINADO	Vander Lee	Vi o meu sentido confundido iluminado
06868	ONDE DEUS POSSA ME OUVIR	Vander Lee	Sabe o que eu queria agora meu bem
02720	PENSEI QUE FOSSE O CÉU	Vander Lee	Estou aqui mas esqueci minha alma num
09993	WHAT I'VE BEEN LOOKING FOR	Vanessa Anne Hudgens	It's hard to believe that I couldn't see
19082	A THOUSAND MILES	Vanessa Carlton	Making my way downtown walking fast
07050	AI, AI, AI	Vanessa da Mata	Na na na... Se você quiser eu vou te dar um
06806	AINDA BEM	Vanessa da Mata	Lá lá... Ainda bem que você vive comigo
09600	AMADO	Vanessa da Mata	Como pode ser gostar de alguém e esse tal
15209	AS PALAVRAS	Vanessa da Mata	As palavras saem quase sem querer
07912	BOA SORTE (GOOD LUCK)	Vanessa da Mata	É só isso não tem mais jeito acabou boa sorte
06916	EU SOU NEGUINHA	Vanessa da Mata	Eu tava encostado ali minha guitarra
07647	NÃO ME DEIXE SÓ	Vanessa da Mata	Ah ah ah... Não me deixe só...
06704	NOSSA CANÇÃO	Vanessa da Mata	Olha aqui preste atenção essa é a nossa
02733	O TAL CASAL	Vanessa da Mata	Depois que o mau tempo foi
06472	ONDE IR	Vanessa da Mata	Eu não sei o que vi aqui eu não sei pra
15869	SEGUE O SOM	Vanessa da Mata	Segue o som e pense um pouco no que está
16539	SO VOCE E EU	Vanessa da Mata	Amor se for por seu carinho
16455	VERMELHO	Vanessa da Mata	Gostar de ver voc
02548	SAY OK	Vanessa Hudgens	You are fine you are sweet
06532	DE VOLTA PRA MIM	Vanessa Jackson	Na nara na... Hoje eu vi você e
02911	JEITO DE AMAR	Vanessa Jackson	Comigo ia ser diferente
04198	LEVE-ME DAQUI	Vanessa Rangel	Leve-me daqui... breve
03853	PALPITE	Vanessa Rangel	Tô com saudades de você debaixo do meu
09166	SAVE THE BEST FOR LAST	Vanessa Williams	Sometimes the snow comes down in June
15183	NOITE PRETA	Vange Leonel	Calada noite preta noite preta
15578	MEU SOL	Vanguart	Minha alma sabe que viver é se entregar
16051	AS QUATRO ESTAÇÕES	Vânia Abreu	Todas as flores da manhã se abriram pra te ver
07560	BEM OU MAL	Vânia Abreu	Pode ser que seja normal acordar quer
01894	ESTADO DE FOTOGRAFIA	Vanusa	Estou morrendo como morre uma foto
06935	MANHÃS DE SETEMBRO	Vanusa	Fui eu que se fechou no mundo e se guardou
06421	MENSAGEM	Vanusa	Quando o carteiro chegou e o meu nome gritou
15073	MUDANÇAS	Vanusa	Hoje eu vou mudar vasculhar minhas gavetas
01414	O MAGO DE PORNÓIS	Vanusa	Todo dia bem cedinho eu levanto de
07219	PRA NUNCA MAIS CHORAR	Vanusa	Vem... Vem pra bem perto dos meus olhos
06409	CONVITE DE CASAMENTO	Vavá	A gente morou e cresceu na mesma rua
06214	DESENCONTROS	Vavá	Será verdade que a gente nasceu um pro
01378	DONA CAROLA	Vavá	Levantei-me da cama sem poder
06298	ME LIGA	Vavá	É um luar que some é um sol que não brilha
06158	TUA CARA	Vavá	Esse som tem tua cara tem teu jeito
19890	WHAT S A WOMAN	Vaya Con Dios	What s a woman when a man
20510	YOU GOT IT	Vedo	I can´t lie I can tell you´re a jaded baby
19689	BOOM, BOOM, BOOM, BOOM	Vengaboys	Whoa oh whoa oh... If you're alone and you
20106	SHALALA LALA	Vengaboys	Theres a boy in my mind and he knows
07845	O JARDINEIRO JESUS	Vera Lúcia	Quero viver a vida num lindo jardim
01834	ÀS VEZES, NUNCA	Verônica Sabino	Às vezes nunca te vi antes
04472	DEMAIS	Verônica Sabino	Foi um vento que passou Que te trouxe
01724	EU PRECISO DE VOCÊ	Verônica Sabino	Como o sol precisa de um poente
01413	LUA BRANCA	Verônica Sabino	Ó lua branca de encantos e fulgores
01869	MELHOR PRA MIM	Verônica Sabino	Olhando as estrelas
09518	PRA SEMPRE	Verônica Sabino	O amor já estava escrito...
01940	TODO SENTIMENTO	Verônica Sabino	Preciso não dormir
19454	BITTER SWEET SYMPHONY	Verve (The)	Cause it's a bitter sweet symphony
19987	LUCKY MAN	Verve The	Happiness more or less
16975	PAUSA	Vicka	Sera que tem remedio pra curar meu tedio
01891	ÁGUA DE OCEANO	Víctor e Léo	Em pleno deserto te encontrei
07900	AMIGO APAIXONADO	Víctor e Léo	Pensando bem eu gosto mesmo de você
01965	AMOR DE ALMA	Víctor e Léo	Você me deu a mão
01374	AO VIVO E EM CORES	Víctor e Léo	Sem palavras assisto você nessa aventura
01649	BOA SORTE PRA VOCÊ	Víctor e Léo	Pra você não foi sério
09623	BORBOLETAS	Víctor e Léo	Percebo que o tempo já não passa
16242	CAMINHOS DIFERENTES	Víctor e Léo	Coisas que você me fala toda vez que
01129	DEUS E EU NO SERTÃO	Víctor e Léo	Nunca vi ninguém viver tão feliz
01361	ESTRELA CADENTE	Víctor e Léo	Pararara... A porta vai se abrir eu quero entrar
09456	FADA	Víctor e Léo	Fada fada querida dona da minha vida você se
01827	FLOR DO CAMPO	Víctor e Léo	Minha linda meu amor meu sabor minha
09683	FOTOS	Víctor e Léo	Joguei fora fotos de nós dois reviver você não
09689	JOGO DA VIDA	Víctor e Léo	Ela estava linda em plenitude infinda foi a
09691	LEMBRANÇAS DE AMOR	Víctor e Léo	Veja só sei que palavras...
09479	MEU EU EM VOCÊ	Víctor e Léo	Eu sou o brilho dos teus olhos ao me
15304	NA LINHA DO TEMPO	Víctor e Léo	Eu te dei o ouro do sol a prata da lua te
01085	NADA NORMAL	Víctor e Léo	Lareira pra acender
01612	NÃO MAIS	Víctor e Léo	Hei... Foi tudo tão de repente simplesmente
15116	NÃO ME PERDOEI	Víctor e Léo	Eu queria ser um anjo e não passo apenas do que sou
15781	O TEMPO NÃO APAGA	Víctor e Léo	Olhando o céu lembrei que tudo que vivemos
01714	RIOS DE AMOR	Víctor e Léo	Eu estava ali aos pés do vento
09877	SEM VOCÊ	Víctor e Léo	Nas incertezas de um caminho que é tão
09881	SINTO FALTA DE VOCÊ	Víctor e Léo	Parecia muito fácil a gente ficar junto mas foi
01152	SONHOS E ILUSÔES EM MIM	Víctor e Léo	No fraco pôr-do-sol me fortaleço
09893	TEM QUE SER VOCÊ	Víctor e Léo	Um dia seus pés vão me levar onde as minhas
01342	TIMIDEZ	Víctor e Léo	Timidez nunca me deixou dançar...
09561	VIDA BOA	Víctor e Léo	Moro num lugar numa casinha inocente do
15981	10 MINUTOS LONGE DE VOCÊ	Victor e Léo - Henrique e Juliano	Dizem que os olhos são como o espelho
16118	VAI ME PERDOANDO	Victor e Léo - Victor Freitas e Felipe	Vai me perdoando esse meu jeito estranho
16030	ESCURIDÃO ILUMINADA	Victor e Léo - Wesley Safadão	Algumas luzes pra guiar nosso caminho
15239	QUANDO VOCÊ SOME	Victor e Léo - Zezé Di Camargo e Luciano	Quando você some assim...
09043	MACHO MAN	Village People	Body... wanna feel my body
07873	SENHOR, TE QUERO	Vineyard	Eu Te busco Te procuro Oh Deus
07886	VEM, ESTA É A HORA	Vineyard	Vem esta é a hora da adoração...
07925	CHEIO DE AMOR	Vinícius Cantuária	Cheio de amor sincero coisa sem explicação
03492	SÓ VOCÊ	Vinícius Cantuária	Demorei muito pra te encontrar
01627	SAMBA DA BENÇÃO	Vinícius de Moraes	É melhor ser alegre que ser triste
15789	SAMBA DA VOLTA	Vinícius e Toquinho	Você voltou meu amor alegria que me deu
01565	EU NÃO ACREDITO EM VOCÊ	Vinny	Eu abro todas as janelas da casa
04039	HELOÍSA, MEXE A CADEIRA	Vinny	Mexe a cadeira e bota na beira da sala
06266	ONDE VOCÊ VAI	Vinny	Vou esperar até o dia amanhecer é nessa
04495	SEJA COMO FOR	Vinny	Fecha a porta entra logo E "vamo" nessa
04412	TE ENCONTRAR DE NOVO	Vinny	Ié ié thubi down... A ha me lembro de você
03605	BAGULHO NO BUMBA	Virgulóides	Nessa "bumba" eu não ando mais
16755	COMPLICADO	Vitao - Anitta	A vida e curta demais pra ficar pensando
16501	ADRENALIZOU	Vitor Kley	Montanha-russa parquedas salto na atmosfera
16961	AINDA BEM QUE CHEGOU	Vitor Kley	Fazia tempo que nao sentia o meu peito bater
16796	O AMOR E O SEGREDO	Vitor Kley	Um dia me disseram que nada vai
16344	O SOL	Vitor Kley	Ô Sol vê se não esquece e me ilumina
16436	MORENA	Vitor Kley - Bruno Martini	Ela riu do meu cabelo sem me conhecer
16591	A TAL CANCAO PRA LUA	Vitor Kley - Samuel Rosa	Pa pa parapa Deixa eu querer voar
16823	JACARANDA	Vitor Kley - Vitao	Desde pequeno admirei teu jeito
07565	CAFÉ COM PÃO	Vixe Mainha	Por essa nega eu ponho roupa nova uso óculos
15356	TUMBALACATUMBA	Vovó Mafalda	Tumbalacatumba tumba tá
06013	É MELHOR CÊ VOLTAR PRA MIM	Waguinho	Você levou o meu coração E não teve
06260	KID BRILHANTINA	Waguinho	Topete na testa uma calça cocota
01141	A CARTA	Waldick Soriano	Minha querida saudações
06131	EU NÃO SOU CACHORRO NÃO	Waldick Soriano	Eu não sou cachorro não...
09679	EU VOU TER SEMPRE VOCE	Waldick Soriano	Você jamais saberá querida a falta que
06830	PAIXÃO DE UM HOMEM	Waldick Soriano	Amigo... Por favor leve esta carta
01135	PERFUME DE GARDÊNIA	Waldick Soriano	Perfume de gardênia tem em tua boca
01238	TORTURAS DE AMOR	Waldick Soriano	Hoje que a noite está calma
01811	A GAROTA DO ROBERTO	Waldirene	Sou a garota papo-firme que o Robert
16199	VELA ABERTA	Walter Franco	Lá vai uma vela aberta se afastando pelo mar
01994	É TEMPO DO AMOR	Wanderléa	Já chegou já chegou novamente a bonan
06414	EU JÁ NEM SEI	Wanderléa	Eu já nem sei se gosto de você ou se
06733	FOI ASSIM	Wanderléa	Foi assim... Eu vi você passar por mim
09476	ME AME OU ME DEIXE	Wanderléa	Vai embora vai e sai da minha vida de uma vez
03206	PARE O CASAMENTO	Wanderléa	Antes de continuar a cerimônia
03224	PROVA DE FOGO	Wanderléa	Esta é uma prova de fogo
07422	QUANDO VI VOCÊ DORMINDO	Wanderléa	Quando eu vi você dormindo
01571	SE TUDO PODE ACONTECER	Wanderléa	Se tudo pode acontecer se pode acontecer
01178	TE AMO	Wanderléa	Quisera ter a coragem de dizer
04497	TERNURA	Wanderléa	Uma vez você falou Que era meu o seu
15760	VOCÊ VAI SER O MEU ESCÂNDALO	Wanderléa	Não amor não pode ser não podemos mais
04437	EXÉRCITO DO SURF	Wanderléa-Renato e Seus Blue Caps	Nós somos jovens Jovens jovens
16401	CONQUISTA	Wanderley Andrade	Venha meu amor no me deixe assim
16529	TRAFICANTE DO AMOR	Wanderley Andrade	Se voce e careta fique logo ligado
07107	DOCE DE COCO	Wanderley Cardoso	Meu bem desculpe a comparação
15229	FALE BAIXINHO (SPEAK SOFTLY LOVE)	Wanderley Cardoso	Fale baixinho e me envolva com calor
07639	MINHA NAMORADA	Wanderley Cardoso	Porque este lugar me traz assim recordação
03888	O BOM RAPAZ	Wanderley Cardoso	Parece que eu sabia que hoje era o
09339	SEMPRE LHE DIREI (LADY LAY)	Wanderley Cardoso	Sempre lhe direi sempre lhe direi direi
04222	A PRÓXIMA VÍTIMA	Wando	Quem é que está fazendo amor
02822	ÁGUA NA BOCA	Wando	Tem mulheres que quando cruzam os
04225	AQUELE AMOR QUE FAZ GOSTOSO ME DEIXOU	Wando	Eu era tão feliz eu tinha um grande a
07086	CHORA CORAÇÃO	Wando	Um amor quando se vai deixa a marca da
07090	COISA CRISTALINA	Wando	Lá vou eu de novo coração nos olhos
02909	DEUS TE PROTEJA DE MIM	Wando	Deus te proteja pela onda de alegria
04436	É AMOR	Wando	De repente Eu paro de estalo
02887	EU ACHO QUE ESTOU PERDENDO VOCÊ	Wando	Você não liga mais nem tem tempo pra mim
02794	EU JÁ TIREI A TUA ROUPA	Wando	Eu já tirei a tua roupa nesses pensa
03105	FOGO E PAIXÃO	Wando	Você é luz é raio estrela e luar manhã de sol
01336	GAZELA	Wando	Houve um tempo que meu...
01657	GOSTO DE MAÇÃ	Wando	O vento tocava meu rosto
03878	GOSTOSA	Wando	É tão gostosa ela é toda faceira
07387	MINHA RELIGIÃO	Wando	Eu ando procurando mas não vou achar
03160	MOÇA	Wando	Moça me espere amanhã
03161	MORDIDA NA MAÇÃ	Wando	Eu queria me esconder um dia desses
09310	OBSCENO	Wando	Você provoca mostrando o corpo num vestido
15189	RITUAL	Wando	Nessa noite eu quero toda emoção
03490	SAFADA	Wando	Eu te quero assim
01576	TÁ FALTANDO UM ABRAÇO	Wando	A saudade corre feito um rio invadindo as
01908	NÃO ME LEVE A MAL (LET ME LIVE)	Wanessa	Sim o tempo cura tudo
06890	AMOR AMOR	Wanessa Camargo	Yeah yeah yeah... Não estou sofrendo não
06083	APAIXONADA POR VOCÊ	Wanessa Camargo	Você chegou e eu descobri a paixão
16026	CORAÇÃO EMBRIAGADO	Wanessa Camargo	Te desejo uma insônia cheia de lembranças minhas
07934	CULPADA	Wanessa Camargo	Me diz que vai embora que ama outra pessoa
06292	EU ESTAREI AQUI (YOU CAN LET ME DOWN)	Wanessa Camargo	Deixa eu ver o seu coração eu quero só te
06178	EU POSSO TE SENTIR	Wanessa Camargo	Quando eu sinto a mágica do amor no
06254	EU QUERO SER O SEU AMOR	Wanessa Camargo	Na nana... Tá na hora de assumir o que existe
06417	GOSTAR DE MIM	Wanessa Camargo	Eu vi o céu tão claro e tava tudo tão escuro
07627	LOUCA	Wanessa Camargo	Estou sozinha perdida na cama
09696	ME ABRACE	Wanessa Camargo	Saiba que este é meu último pedido
06701	ME ENGANA QUE EU GOSTO	Wanessa Camargo	Esse amor que se esconde em minhas
01083	ME PEGA DE JEITO	Wanessa Camargo	Se correr o bicho pega
06825	METADE DE MIM	Wanessa Camargo	Às vezes ainda sinto vontade de ver
16351	MULHER GATO	Wanessa Camargo	Me chama me toca me cheira quero brincar
07190	NÃO RESISTO A NÓS DOIS	Wanessa Camargo	Eu gosto de você eu penso em você
09292	NÃO TÔ PRONTA PRA PERDOAR	Wanessa Camargo	Pedir perdão esquecer as lágrimas...
06070	O AMOR NÃO DEIXA	Wanessa Camargo	O que fazer quando um querer
06551	SEM QUERER	Wanessa Camargo	Pisei na bola meu Deus e agora o que
06357	TANTA SAUDADE	Wanessa Camargo	Eu nunca fui do tipo que se apaixona
06518	UM DIA... MEU PRIMEIRO AMOR	Wanessa Camargo	Para começar um beijo e ele vai pra sempre
19914	RIGHT BETWEEN THE EYES	Wax	True love for me was nothing but a mystery
20162	BLINDING LIGHTS	Weeknd (The)	I ve been tryna call
20451	CAN´T FEEL MY FACE	Weeknd (The)	And I know she´ll be the death of me
20275	SAVE YOUR TEAR	Weeknd (The)	I saw you dancing in a crowded room
20416	TAKE MY BREATH	Weeknd (The)	I saw the fire in your eyes
16498	SE EU TE ENCONTRAR	Wem - Roberta Campos	As manchetes vao virar poema
16922	DOIS LADOS	Wesley Safadao	Cinco da manha chegando em casa
16884	EU SENDO EU	Wesley Safadao	Olha eu mais uma vez
16015	A DAMA E O VAGABUNDO	Wesley Safadão	A gente briga e separa
16324	AR CONDICIONADO NO 15	Wesley Safadão	Cinco dias uma hora dez minutos
15808	CAMAROTE	Wesley Safadão	Como é que você ainda tem coragem de falar
16091	CORAÇÃO MACHUCADO	Wesley Safadão	Não tô a fim de relacionamento sério
16583	IGUAL ELA SO UMA	Wesley Safadão	E ta mandando esse olhinho por que
16843	JOGO DOS 7 ERROS	Wesley Safadão	Ce gosta de jogar comigo ne
16536	O CARA ERRADO	Wesley Safadão	Eu sei que voce quer alguem
16358	ROMANCE COM SAFADEZA	Wesley Safadão	Que eu te amo muita gente sabe
16429	SO PRA CASTIGAR	Wesley Safadão	Caca briga a toa e adora passar raiva
16282	SONHEI QUE TAVA ME CASANDO	Wesley Safadão	Sou semente da maré
